id,preco
32931879047335602142815671990698948947,5412094635952826.0
230483121396274655509988841957998046697,3809996288676864.5
315766672381283490639653109260892751611,1.0431118802476598e+16
301104161774368724925476221283740970391,6261708869591305.0
227510606246395701960366267332503216714,2064620249518517.8
228659121972304442863099815886729581779,3428485599994715.5
68086809059173658965599732460689150208,8436657579881906.0
169041392389609942283143480484429958744,2597370725540617.0
149581053128777628511664656027161538796,4902129711775006.0
66252420228989686258481184814476626799,1.0055693445965644e+16
262859967351480229982146627310415934358,6454487391499230.0
317829998963593347122303395131613360494,6192596943117061.0
24887841704125448157191892411715521315,1655316098981732.0
230199425899098091542244974035896211783,3745269645980179.5
74011957647759301081569160773746930781,5047545433568099.0
144733803448319336946178686862337261379,7844108374307560.0
142405383752199423425786993458884627343,5751971236664779.0
173324636074769296529189625730653285809,7693815735197725.0
155561347177954121142041908188975524664,4704548464574379.0
86026435063413102427450773798842306387,5134059219055815.0
229257356284378921190587377871031567334,1688464802255052.2
249214025842220849314985638373204146912,3888133028396939.5
83473208885390680674963932777363338591,2362020771055550.5
180580369832354477560560602690825188300,7224744688160116.0
259490022068441742630539072459542535148,7408006375099543.0
120796267956232721185119513957760631683,1.15096355573414e+16
241430542672617103205615601633306372934,1901095258950031.2
53091847780640456849632756954612576434,7410206309806434.0
171977066567630375608946040261692762526,6777114965324987.0
201914625874463660453645362442088079106,4436352992144068.0
84059384063449374632880341259583908854,3545823632612121.0
328387208591072585760315241990965355447,1.1705980264351792e+16
17154426494022331794126934878064958948,1.0533942424293752e+16
192000139416378047888346422176422040661,6445242318112323.0
180081646479210699334128198669796160399,7023435386166081.0
253986101323166575416961447245174692901,7504344864655513.0
82036269311688064017582673374303244526,4057218528189883.5
333919908274208141229966147873771212013,6447909945026829.0
313704772228414954684896419439906454998,8581125383884472.0
215781134391040786413193932814799270790,3029509704226589.5
323576127340260635108064420738794619615,3669447275686792.0
21266736316299428255003871822385501006,2925645472208642.0
186277892327196401769009247007141845185,3374024167371044.5
118653739393882803347822121960128540090,5943731044841399.0
178402222675267324741137977644713188119,5368508445817962.0
14111625130403982018582213981963028060,9225590168219688.0
325687469192316037825715120219693138391,2825425524055830.5
338873463459304189674358773507615464140,4811717998704523.0
245440709240117885881946071499467553000,1923351023609465.2
3992284778362807624983933766586748960,5045672094483169.0
177917688273646190120585781998870609412,1.1449121764384882e+16
307183333739200840624177841605072041043,7342842425291876.0
335470794133402209198153397416379022899,4085023715131103.5
203204241445015520264242319199812317633,6627493706252442.0
134385257647410245621873088337082618012,3286522585785771.0
6540687257921476537365937337199234069,5920590385187304.0
203239807831030319375520809440266391745,2755331963345779.5
39376528018535015868934510381824165952,5472582346389682.0
333342898325227485720191018314201595565,4081582799221500.0
216088076765437530118227326459456970218,5872286836035550.0
294256168413360318515649740566516009388,5410263338972624.0
249324748703273289890304775287749567094,5641532667144626.0
227934818343215729770705513085856574374,1.2306096629723036e+16
157501721120159053919391416852016284295,3544562739917363.0
297125857657343693187052534926914461136,6540676178166755.0
87136029063634093621956857943240285302,7131795924401577.0
199891203388386369979675076525848750178,2608589543274696.5
102123055616796056444516517520597098387,5711526521344004.0
237512146312820589708317540195709404676,8892915003251942.0
30984280450885534059052913279584065254,2707284187951073.0
126374200467604593804720277004278327103,6737709031222115.0
317466905352534178610659571519473694514,7320551284160486.0
52865229602472061804485324233666817912,5366290934448697.0
86984224502002234419916772572194051581,9757954449068248.0
114416682475133609697441993429731470073,1359441862419575.5
49500288896238366923661810598993127844,1.2626449428634046e+16
15465172849640768327142827133509494439,3409743293071665.0
307334256328869249308029400432335737804,3423864729863434.0
228144239113577275448986710580982616029,3153736501680351.5
287139027642678210570007827534054265052,7351609846217150.0
89914442558408418710315807541943703503,1.021913698213367e+16
157724668439282941424079171387574257679,5518571335834171.0
210560980823314089239746782467786021918,4467055430782090.5
9533463295747584642161614887871041149,7629315566632685.0
36155487406786930325759004510880817087,4237231037208838.5
234127326236134497876685668798607764717,8329901129265501.0
280305492068078804619353598740914253066,7145580306697487.0
206680675239217462017215069720218496509,5240005422754116.0
338819821210509135508780606674721178321,5580290452939126.0
204709679839831821149432932813402540678,4941337410266937.0
90875432458421346470025553495778630510,3964109547613236.5
275475573967873268188137718480930488822,1739673806733420.8
135798733167447402777119122060701579452,2556014382472804.5
16467710364998450246536251528420949308,2650832083371662.0
154737869680607241704521619955620605087,8581078837457296.0
275775611271881132098534927222118097805,3374793974126832.0
60452051161648408770616607730997043495,7344859569996020.0
55573982790391311975887758207573440948,8545285808943077.0
253718454255114896228371873750181818324,6994271052883610.0
314064790115053828119555179443554195527,6850862302448572.0
189570492320793832454485868809143337405,5282571281503458.0
23825261604921702409641748375342950297,9713160305497056.0
202301262511978571352794896695666151810,5586378757874824.0
104239568090079872488280748074678202013,6172078657160045.0
118155484109908082546418446225943368418,7977065330326305.0
255279298803366738058226980815231053100,4941038928981362.0
205713080891740291665828451730565250400,7554697804954289.0
271567936429803209749917402080660109484,7333877562709896.0
83500313040262972087502975096864972395,1585901899679990.8
199825580750147224320742424928048221511,9814610700833342.0
35503660709160520879029443480036147850,4515391595865774.0
136744533749502088151319862288356809373,6801470704182122.0
14646148787543855550889731877407837757,9938600413090438.0
175456875639756620367724513315924621300,5193720108291317.0
171887264709983159676256955690666649895,4629827654894516.0
5575201071375003157687971982995539245,3356374614058818.0
11124399571277862461246801293141325136,3345875516857990.5
278012921215945326618316328031414262851,7461920444657769.0
127163062492495403313007757062409704463,2834360464518050.0
302695598952433192347337048974293502177,7287619359298435.0
339163194157299289931219327984398277845,2906133688677249.5
253179630755522290489067862817016603658,1.034540429371935e+16
107540865078806037752380310797439708594,6043928508010981.0
202747226890809260721851930190733529606,8412714289425885.0
198478944601280023843585927406172044192,3213279621400929.5
286842543879735416835221285521231976811,5629737300821455.0
143789229725002136498207123538125838974,2655636685764722.0
78201854589030752101710975166249263249,1.113302963937286e+16
71539818043384923993008937350352775921,4266006215745738.5
123838437268533573587350797170799646707,4738315531507369.0
165334355852046750199663818885453553125,6518125868362482.0
164847888876547845123316770012937374547,6839488991218496.0
101135033363139067389828698436653266246,9274781486849092.0
141374361982310778378841790263765631649,1717399575926308.0
51501364974414551550325981205185510805,7832423112018691.0
333098681727869732356509759583146783243,7410006210556235.0
80234378433697420595695125518109986563,2527038879992444.0
297673004618655036199009294723374585563,3035010854653064.5
204724813217968425232608712280389418541,5016699626047018.0
164732854026285442006125485235942552321,6031352493546542.0
65445352835611637166375000661944038142,5298159335417397.0
125195180397772507627695240202467616668,2837607656010496.5
281257928188831742236443910034481673827,1.0393607256663364e+16
72760201997291128414816024649253969344,4360664641212726.0
144585264635919229685952729581604945954,3252626513039048.0
109409243019479710215976616629206450313,6863129243133787.0
66976033741316305775253961608283832449,4295172875204773.0
115854473798371071480763488769637364279,3329565633297902.5
232720943751601322133996644526033346639,4528011578135591.0
323041358526122545640238179512661294945,1.0234980749576638e+16
189571065590119531459030372972988857152,9209333161105102.0
278830396664534453595290082331423099313,5542061791058183.0
300984310880819626428136259167264912275,9645448838757018.0
173248095429072161014036748849902411499,8649891376709518.0
129039911398138055955082870056864208585,3064485215649344.5
146454092270544064133929926301811629242,7992774305833636.0
129592620248405902350506193046355842071,1.339367887220985e+16
55178716338064917038254616840335174957,3850226666479511.0
188552232778524889431723723986535909404,1172465107717325.8
68738777473678077230673408625002210423,5266853223760319.0
143650065470937114392016771268791037586,6652039985876002.0
217143375116427375702730221309107403659,3119784636923852.5
285857547045199800914494123990612675859,7450595085557639.0
135307513104369620859454296925004799348,7099818191220775.0
2903351729996390981740848403629759694,1567218729584413.5
235485459871309587269171897031165221213,4329064978283264.5
296017386177026941245492297942507209980,4237177027225839.0
212929532835870383542328836465070003847,3598015050663828.0
44792053188804682010358556072934285054,3422925534608804.0
249680012909723910609278828815276571304,1634336047084443.2
188132402142981885165263956858864369324,8138869495606044.0
243258499219043077613643874357523126764,5097355364423543.0
297502384825462058870825265698631506218,7456136750970456.0
20484051710416552458362127419414396483,9240130157766060.0
253948032676146630057917662989603693686,8650413517014423.0
98200588353689152620727029014419954738,7532725341216636.0
14122791477208854429014550356804400039,6548190426381084.0
208598248089930680140265319653144824605,7798733418769742.0
298475622302531653739931464689317637382,7673337991909620.0
2588788666534418410890966725724910669,3813967621558190.5
9712628666051113562075298365964280298,6231208333075873.0
42967026650221222538416328816510604054,2737336622981890.0
331810071519527017054662796283672827753,1.0144364023404048e+16
285315356430762147444442091168700561658,3914523192815311.0
147573383959504740059941130006954501777,3704221127801742.5
173651776695050274824006374512756309389,7360049195305769.0
22835259108646484176565108425554436078,8743055343455665.0
163335522228145786871413464789921268309,7592403508225874.0
79580864837697488703994857109875663787,5844902571697879.0
18093722071694246612028534734330405579,6330417558641042.0
163127155367196180506199396832607404204,3587398109801641.0
82699271274473815957784110120006001949,6117181234178415.0
119898092235710363179284535290646251139,6878703425591507.0
68120108316829053172179957063351984376,6522776332280443.0
54499599180823728159929121859469171058,6187504744230126.0
63151179630102261748377560506608730501,1.0876763616944244e+16
145333654310498724413243546511454058666,6398441584272159.0
336202983245746974226373123199424097932,5406217801491895.0
80276587309374821603900109141230287582,1.095020544018661e+16
211510309891117464265129987388111667353,7371145013610170.0
78028571701435535429546616699600331359,8864847475751510.0
113813549074392740531940720784724859923,3098281196495912.5
4297685766429111946834915150390189282,9555507231841040.0
23624265453284569334580840870468227772,5439032028476085.0
40400071986899913450748881177856040087,5375280431207028.0
90589443095105813267320082593691880299,1.0536538644172128e+16
64930320159540942897278013024377003786,5511155368007360.0
319957631812806416896645654922579978210,4502973324539794.0
185473026310374331228749448739740100876,1.029339429380708e+16
198280088122233304964566473128626674145,1.0402342610489698e+16
291324486703807995327553620926461671907,3523916180745949.0
252398412139115738462469940945037485073,6300224225580282.0
161513792123050520899783414867921277743,6856047911381717.0
133941859718052376156303456844748611253,7864647656489107.0
236698763821887412316107271979375660314,1.067377291004618e+16
220897024275644074828713990540418001480,1.473494029685267e+16
125219498777135759021804991213472079499,5599580757565083.0
225236262665838913695842569911381819725,3044147370602199.0
102867026959240407948863384849717666215,3940946230247761.5
334671611250424983149953582105157578426,7923561572574136.0
202238857962075377193838528819386294360,3093129984847051.0
294826381461538815116698354410337718266,6682407510289786.0
134053582412896256417478477747987287732,7347903969211623.0
69566145365553240194649203258354537667,6801333246442264.0
150522366131828823598206712951808461386,2735206398061290.0
72250783403620887886049259732989465968,6973215264656095.0
149743770509507373061143632577402033728,6064632801464724.0
96337196940644833794308798210198091549,5181414266236842.0
101203276212024016119653519236468639800,3261472926695430.0
31248253943168014374462287394366437933,9599253171376432.0
23539713890923689632095795947345883697,5563692251524938.0
119322438176104956226268695372268675189,5113981273678846.0
160148422500349597297641255927779145208,6638375012045889.0
175024054306603048190034460949283367640,8802284103996360.0
261523753462729151781825862367880716795,1378511250902817.0
128976127984583243513716114394905806987,2837933623124613.0
233048716786272920943060104472101528648,1.1121194116775368e+16
174511354619462076066154910610110813789,4678754736545914.0
226725547755504887141429761436521674936,2630661478397479.0
37652492323093015957225863667113657025,3370267808237520.0
208214939247030690269364941652277831787,3679959606896607.0
241049905561862937130737499035170116056,7016599545817966.0
309355085650997328553497310476053555098,6904961462467088.0
210728588879522143994459928496984844980,8177871004721962.0
251083960652402088314844346716818748512,5883304050714656.0
32588674554020939958007130552937642615,6410187284082395.0
186179222591093597850855476680900540010,7949905233845264.0
27856973194359145454264272031826593500,7590287680196781.0
329445361760243842983634726634422777697,2993352045165905.0
60285670268150123009417941193032412545,6689405154196252.0
239904779609265423768652807122712092991,1553252792781629.8
231650690900163478605841528958264128339,5468707726219479.0
321482777312909765714981366332440515385,4782831802433955.0
90621921514849077206690405468877758127,5605958440265735.0
276639800720598623152441995708769505799,8041376261917307.0
35599638399921433618138546235782154856,8419017910330499.0
272428218641207652787244740019919302305,7027525964875382.0
13827434808544997620760470011697996468,6954712795170947.0
279109446575198515639225706796741027578,7008254058033997.0
321479234739908702289078207762751987253,6916017937178696.0
174226979497698774600206385080890750393,3401232696812710.5
182865986909959534261193617972188889622,6923691042521269.0
172437796940895194616424248937567297033,1826087027222669.8
282030584629451581278202376721710140253,3215623259913970.0
82428450005224601160890646842224934962,8395491225232892.0
61024120410364780648670176969791841597,5592338674870298.0
96433814024280757107003356846278915942,6247279478982398.0
31246285850180460465016063464660475349,5617789308819793.0
245585367744756540172202614617202064353,6143688431043055.0
237394978259990110809417167930788706709,3917359539128341.5
334096094956643999902665108397890687915,7468185702877410.0
306266746511331768733272013281118295466,4226055839023859.5
251860337105667763925066449012204406156,1.1250255310128748e+16
251653768642785546864541895217336209511,6239630284404168.0
291620155159733413978494988074847918877,5944216647335255.0
327080493597510383304380083829027279620,6903946782196875.0
244422386314672151923814279993057016197,6232185781722409.0
170462664291315293128991148401721771893,5274015897077115.0
257989218701519970657409064642825336761,1.1298548142023048e+16
331374419574041081900320833387314971312,5031672234631353.0
23073044984134910223233700611528674857,9254697209889144.0
42997397897279951237916754310773533848,1454030644263252.5
63298095955990174110679892898906751162,5244858018360734.0
297497593148569665484188355438474127610,5975546319282564.0
303445302866133442197370745635093694607,6421314040513573.0
322861063233554373348361057314083231866,6011612085247339.0
48527108152221097263004277032742101901,6463771325077519.0
75117505424078084191042295334377867157,5866435576516721.0
116018537774967638136657499654347725670,1676752857847652.0
135383065058255621626762415910044371310,4447428789127414.0
47574077580288490919190048199821943843,6186008493951695.0
6459793829982592475621262167303176441,7968059815484888.0
95106860532472896539899332617165990206,2644353266743015.5
28782640768709979411527357307827215206,1428704348631284.2
262977950922453685910476157547202117178,3958721176871163.5
174071088075748030245400208914439434569,5806551786013126.0
124671737261089704157954636996271464368,3389107195495530.5
269337118762467309308463785279520896705,8444140105203071.0
209259198101109684380882037267825895191,4465917158581704.0
139370578642362418059309898482433877864,2461882044363468.0
28994136543280939635253308565413799637,5660362488634039.0
293258297621810430619050641692062405291,6937628448706422.0
272381528732508241840132189183229013633,9745873344903274.0
307874037903053987384098599658954960403,3863981186503157.5
114021850146525252940099530982196156899,9046857738649708.0
85435999546019100641741099476461592814,6936826715553908.0
103119620189893041936528088174707335721,8903341891080535.0
314561543389180668998532834943265131600,1256779044381326.5
239141765600935393217628201889053036054,6835190635541680.0
76697964033457283201307050020873621097,7018330229339646.0
264305253634443490177586368628574983127,2204488589032031.8
131551992554677248780326195041999521641,6558000960488463.0
198837458199740351146789848033075668948,3075783804516161.5
159709089640309121793209096188059608454,6549382800413426.0
240435520661011051559441709781667984799,7431596167867924.0
23716439816665350271030334842843532806,7093171472035925.0
297198590332052235629209184892465938488,4895047598554267.0
197440825275921787996050910581003183399,8412156616673529.0
180745679040798042111497260945986779480,3720553676906377.5
119990119986468488812276117215201680242,3337985449079069.0
6945802264217055818092053196773826385,6373174169025603.0
63104735371462773681687091469410802663,4337386231522889.5
268014220097092881785502328357683444201,6138347755271128.0
8201931349127617775359419030543521126,4040644347837326.5
293424115049060887892633269783012383044,6368421450209527.0
197527187648268149802247209693405400409,1.0075679902835076e+16
241005170925789036667791898595595904503,6092786711636321.0
247539232104409163657861640451876304710,1.0330910505575884e+16
202615412439834095586482453962687156511,1.0608200334557718e+16
292921571396805845952761765719774180560,4738796626286040.0
102146554643520147196799385145966778108,7683782597980712.0
204594591089767708292473470732793468211,4240506937281339.5
164465677939480316050438667344105947900,3283100770310583.5
313502068069833992081242489791425031266,2696940477261262.0
235768787164618217165155438262046263692,6894601955278123.0
55482365971527415759968201272640894504,6653903872357139.0
274510050161826866069319990064565352379,5300261336981908.0
262354354853492426548394391999577075965,8237592797132037.0
225178758495725232781682742284966795979,7605588214346679.0
204835397801258708635166012232206159069,1.03751028772151e+16
120967717512667959337579062496782760110,2855778773151540.0
69384468168979227396597175419708401385,8205622273768391.0
172353782416662670206836966071405640207,2953873996201799.5
93664377973271838839872435717131202372,1.2982967019649974e+16
336962307751087384360720729772151938674,6337839167919579.0
223211215527692183328503667521863673491,3083058301416912.5
187613432585728730467042277361250283606,6131346714758270.0
296796692720149849099945091958444423201,3150776805276141.0
296694309736193534514080707751418764951,7979910063492449.0
62668871867764030771057639508006689193,6329179459137573.0
5831364671951890472547869995277254299,1.4674211938086144e+16
263520175526383534143113600685410797656,4766071307011579.0
93913047554725302387672925099981219688,3655289348141214.5
187792144573873345913492012481628017632,5839372120975745.0
77193727270470647613941630346905657311,3672376636323322.5
93244863950305285144596145833484120288,1637975181458790.0
45554261791996034889771606828002084386,6402134646545380.0
145627501098448461286251287367478324636,1870551562935755.2
276147028044265022870578596152793055114,3231384294061179.5
101810035134786842992753455846496289258,9067278736539248.0
323649586881187815567646172577411910445,6672193090799054.0
240863300038824173019158558840375415006,2614949541150329.5
173259610703588301741742956959056249895,5950849456677060.0
210905950392861096479052960836081656317,5509447984195009.0
128123573544090055831088190798031307459,2992063574035760.0
55331053745102355983166789843999492215,7231611409724087.0
48924668154930834035890216021535860354,2979427612400428.0
98224473881241589576622027216816442592,1.166983902965265e+16
14607365457941867148801170049009692501,4587594529443365.0
167709308386275857976247794371249982492,1.3121617271983886e+16
281031027492928380289843540495909878389,7637369369324741.0
317149933610832227902185030471313787327,3050190489876022.5
111873775427756287979226848974192301259,4533115351689809.0
21732850300051998297432811644962009424,4592511517697595.0
179559082498078581615567026913696075672,6402377716588671.0
256602505649871276722662307659510294211,7139289123105222.0
22837704223911865020431001608491555752,8555778274089569.0
153159405405938019793662006311248601879,7472694729165112.0
68046588578452589891125601598293455313,2625030328501260.5
54671517419370338496053937769382791466,8181176231563581.0
90733476337379567597363786612760856032,1.074841153858038e+16
74829755756627131841443634317001341736,7827585840729481.0
113699792614803396920615618241540403401,3593320125853729.5
30936748530163120286385641811335600461,5250163362110446.0
286718433484587099650313690594810283594,3530693027299215.5
53040905238521430480941937930371515428,3237507572797162.5
227799093612016492473942204223898916300,9105320128777386.0
105984803437282127547981289078723527950,7317127866642735.0
136216515618315479760141515440713508817,9381268843092546.0
313923828364562409583774076139412029011,3880530739568302.0
256535569668688044055657155972002367305,3886773688080534.0
161276830978411174065922231037346740601,2899296451667840.0
193023133616328233897351538456231158090,7764485584169935.0
4512377955309037570718946592053675659,6312404734319944.0
241451673262290873796345276645171664574,5052299432602115.0
333137917729421843565229448550132743099,2495079599197548.5
1221041602141664073474928881033556208,3742286117929348.0
17693043260028121027089293608575874719,8697920663667978.0
233874613249501726158359004825126672717,2581631057795075.0
29423918183434242527795245203965210040,7940656931796472.0
123067147644698118361563184329144169322,5700954061857335.0
67576390047220591927881908117280881658,8702297403140741.0
336003013146988853800784692458907554574,7127450224082035.0
70951099996019165330364593572305503956,4690011039669072.0
151224142156186274037047186842294495829,9825200194026424.0
146803890080797364411341022309509510264,6891800434079217.0
25487128775669594102704570724088844680,3542159249099456.0
306159349104268798007063272844916813953,7012208348723110.0
233291875187806547977182734749322121862,8162542330922212.0
103649543423223076863255553023531795834,2812221324607762.0
270419948556221225284557703914504804773,7527274828270677.0
153143792449153214053000004836545450892,7465694098512903.0
230242894518258571172529839682883252730,7350814897396185.0
319099264280577149828280051496192787761,5366330060096036.0
146492844261498105735420560399358236019,5676559688317601.0
163251387522305411570093471177086938140,5747852817201912.0
25300857819109779184345067172438647882,6474075972046653.0
55633187676924862681300840783529537689,6557640348444470.0
49199423497082223217556870394814374486,5994748787571000.0
232357932937097041210389446840660380427,6878573378351528.0
179483086047331285983377132760211350903,6198586709460895.0
29373031418043196892692294558664390417,1.005240264671753e+16
107534969967686423893345820589020535183,6495019826338268.0
120571815096626943750133056908936948271,7827387200892142.0
7421158607189639371215373350674206761,3324842835539134.0
238931719318297330950784975087797919596,4378399323214267.0
202740346843306123820415199475859312431,4434799090792181.0
16689349456841037733448425087673613313,5414355343657526.0
148012297211569996918246033270198429904,2666388164730836.5
128134122255386696428544882265409106446,3230254073550196.5
167571214511516832945171208176627612712,4713353533368378.0
184011296344462591085710616872611436235,9780074540066920.0
169465487970916295739813846274011675806,5968602520511897.0
130361622420383463631320628394717003594,7242186858405887.0
331939185720524013599255400570283504929,8040081556888973.0
87569485918088662283183271922738488516,5233785672619113.0
230770798992268501450776463003194639732,5021853072051222.0
267366593531094671806032177970423243545,4727034649191355.0
199926103285675930644982006459416881508,4905127470266164.0
266968967193173347503176998725646076891,2281829859371652.5
167826333249432716075387587663476830642,7887900507322583.0
108079317452072310552947425358187509795,5099719627294411.0
9168411426075452458185969563102169587,8431934730783977.0
220379336042208157890174508853219985932,7564582572745267.0
85409792209302072958295631370822171481,4537064050500023.0
108315930477246960256898885070132765549,2846783377900613.0
138178784399745546903000249739742628317,3545655428178003.5
109448753225848176241892743310724339979,1.073912404710532e+16
48101656465622908930780775584338307218,6896957862725377.0
232801260678107817119662434103089539368,6487127766576008.0
112833514130234775896592581776665798909,3665325003160081.5
9384820527271037871381619236739389861,8554684252529450.0
315097976795297949477277736372802455645,2548956009126596.0
312987999748196768585101910704287518542,6372894848489626.0
283651273349744897088542597613004918027,8594295379065507.0
191707011347213468997511459845389328772,3283910773556740.0
106126552952767148144530241726666260248,2505812461372068.0
262257703451875066796956509815234366525,3372787219619989.0
255899024359694569239113092815148643067,6031989572362850.0
114163801675410359107519624300502244902,2648567754992320.0
301845691767161820288502742698662503795,8102081297189520.0
92399079994829498252553662280447550917,9079570407318826.0
158804745485988047989860050863828343572,9017860737776012.0
318699126633889037088666172336291942624,4813242715089118.0
297113933456367162152615096919381931216,5078658846166230.0
200474866821927106545646287488808154750,7852846861893135.0
223364885293845944023077962389108782322,6120402281155158.0
324259604829407840034702555074969608284,1481395653607087.2
304251078569827531719315443927824180532,7000110697135245.0
85937733805633898752021913054308068083,6316840025702911.0
108988859207308663542987611483639159746,8097350501425982.0
47848824771395338822774077770152379022,3488807550515151.0
262530606945227352928297373721306909095,6472200354856123.0
85655886151670580390594330040409894715,9377887582305074.0
298184819601131827432255644952446151139,3763139562845628.0
95408789758622402538585804660216291413,6773365911520696.0
122922019966644222202211091240044218095,5673887450367065.0
6183578569648095484412718463440995947,4531728380692815.0
274289386281548429745922021350086948492,7174736535987800.0
34726844729402804128730979944393175105,7357570719902589.0
84586487247906666871938532911179156985,4330794918112129.0
120720460409397920123702648540262031826,8213358683226606.0
177428445547268755903878606004149437457,1.1955771586458278e+16
115727112823962086715150476270670577224,8647808228050621.0
339528554109159399082023803339182894416,1531620259716654.8
112278505536089834610003192301155278804,8841007872592474.0
150655854973961180217246925576293399359,5558940466790408.0
205140978981549998314456055277617950113,3826868636028401.5
143222924043442198672515275261268840852,5067299605097246.0
222242097176001330821166420256776320110,8341456795740764.0
185476235461315152883459846018078939215,5817582682638643.0
24794255420283459042556305910004824666,3582435718827746.5
170386853337925700376054620257950480449,6132047338856188.0
89599337796887808678188089542023955663,6723925584256409.0
132628385969591720084437515617436345258,2987434476775287.5
209256260831814267858812755372744724120,6815609376631766.0
299146289036887060771322345088475321603,8980419807698673.0
